,Unnamed: 0,Column1,url,date,content,label,renderedContent,id,user,outlinks,tcooutlinks,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,media,retweetedTweet,quotedTweet,mentionedUsers,coordinates,place,username
139,139,2166,https://twitter.com/vivaroca2015/status/1381318342531747841,11/04/2021 20:48:00,He says the Chinese government that his vaccine does not serve. Textual. The world has become a manicome. ,irr,Dice el gobierno chino que su vacuna no sirve. Textual. El mundo se ha convertido en un manicomio.,1.38e+18,"{'username': 'vivaroca2015', 'displayname': 'M. Poirot', 'id': 2670988922, 'description': 'Metódico. Calculador pero sentimental. Enemigo acérrimo del populismo. El fanatismo es un mal irreparable.', 'rawDescription': 'Metódico. Calculador pero sentimental. Enemigo acérrimo del populismo. El fanatismo es un mal irreparable.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 7, 22, 23, 36, 43, tzinfo=datetime.timezone.utc), 'followersCount': 49816, 'friendsCount': 4324, 'statusesCount': 33030, 'favouritesCount': 145618, 'listedCount': 58, 'mediaCount': 483, 'location': 'Lo que queda de Argentina', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/491730553087873025/2bKkFXYP_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2670988922/1610426419'}",[],[],106,974,2765,21,1.38e+18,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,vivaroca2015
140,140,6846,https://twitter.com/Ojo_Publico/status/1368193396960079880,06/03/2021 14:35:00,"# Elections2021 The Covid19-VaccineTracker platform, developed by the McGill University (Canada), reports that 16 countries approved the use of emergency of the Sinopharm vaccine. What the candidate López Aliaga [@ rlopezaliaga1] is #falso .? https: //t.co/mdonm3ubaw https://t.co/yp2imtakfg ",neu,"#Elecciones2021 La plataforma Covid19-VaccineTracker, desarrollada por la Universidad McGill (Canadá), reporta que 16 países aprobaron el uso de emergencia de la vacuna de Sinopharm. Lo que dijo el candidato López Aliaga [@rlopezaliaga1] es #FALSO.??ojo-publico.com/2534/afirmacio… https://t.co/YP2ImtAKfG",1.37e+18,"{'username': 'Ojo_Publico', 'displayname': 'OjoPúblico', 'id': 2582629795, 'description': 'Investigamos el poder y sus abusos. Premios globales de periodismo de datos 2015 y 2020, DDHH 2015, SIP2017-2018, LASA 2019. #HazteAliadoDeOP @ojolab @aliadosOP', 'rawDescription': 'Investigamos el poder y sus abusos. Premios globales de periodismo de datos 2015 y 2020, DDHH 2015, SIP2017-2018, LASA 2019. #HazteAliadoDeOP @ojolab @aliadosOP', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 6, 22, 17, 59, 59, tzinfo=datetime.timezone.utc), 'followersCount': 132825, 'friendsCount': 471, 'statusesCount': 69782, 'favouritesCount': 3819, 'listedCount': 865, 'mediaCount': 24931, 'location': 'Lima, Perú', 'protected': False, 'linkUrl': 'https://ojo-publico.com/aliados', 'linkTcourl': 'https://t.co/Q87siURmbD', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1338921662679486466/FkBE1QbY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2582629795/1617244523'}",['https://ojo-publico.com/2534/afirmacion-de-rafael-lopez-aliaga-sobre-vacuna-de-sinopharm-es-falsa'],['https://t.co/mdONM3UbaW'],34,293,569,26,1.37e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[{'previewUrl': 'https://pbs.twimg.com/media/EvzH3v4XEAQzPbv?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EvzH3v4XEAQzPbv?format=jpg&name=large', 'type': 'photo'}]",,,"[{'username': 'rlopezaliaga1', 'displayname': 'Rafael López Aliaga', 'id': 2492789645, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,Ojo_Publico
141,141,18245,https://twitter.com/JackDeLaConcha/status/1337357145600389120,11/12/2020 12:22:00,That the vaccine arrives in 2022 only means one thing: in elections they will change the tamale and tiles by the vaccine. ,irr,Que la vacuna llegue en el 2022 solo significa una cosa:  en elecciones van a cambiar el tamal y las tejas por la vacuna.,1.34e+18,"{'username': 'JackDeLaConcha', 'displayname': 'Jack Baltimore', 'id': 988454514926776321, 'description': 'Fake verdadero', 'rawDescription': 'Fake verdadero', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 4, 23, 16, 28, 15, tzinfo=datetime.timezone.utc), 'followersCount': 34962, 'friendsCount': 717, 'statusesCount': 57827, 'favouritesCount': 236732, 'listedCount': 37, 'mediaCount': 10230, 'location': 'Colombia', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/988455596570693632/YLhaCXFe_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/988454514926776321/1526428155'}",[],[],25,305,1495,23,1.34e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,JackDeLaConcha
142,142,1030,https://twitter.com/JPAlvarezGuedea/status/1384273391771742210,20/04/2021 00:31:00,Urge the vaccine !!  Ending the disease is essential !!! https://t.co/uv8jyuhput. ,pos,"Urge la vacuna!!

Acabar con la enfermedad es imprescindible!!! https://t.co/uV8jyUHput",1.38e+18,"{'username': 'JPAlvarezGuedea', 'displayname': 'Juan Pablo Alvarez #CPT', 'id': 3105153260, 'description': 'Católico / Resiliente / Antiextremismos / PhD ESADE /', 'rawDescription': 'Católico / Resiliente / Antiextremismos / PhD ESADE /', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2015, 3, 23, 17, 17, 41, tzinfo=datetime.timezone.utc), 'followersCount': 16018, 'friendsCount': 1211, 'statusesCount': 233495, 'favouritesCount': 191995, 'listedCount': 126, 'mediaCount': 9623, 'location': 'León, Guanajuato', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1353152546504847360/qpI-kBl9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3105153260/1592707940'}",[],[],7,259,797,5,1.38e+18,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"[{'previewUrl': 'https://pbs.twimg.com/media/EzXtT7rUUAcHiVJ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EzXtT7rUUAcHiVJ?format=jpg&name=large', 'type': 'photo'}]",,,,,,JPAlvarezGuedea
143,143,16264,https://twitter.com/sofianosabia/status/1343014317239754754,27/12/2020 03:02:00,"I am not surprised that preserves do not want to receive the vaccine as well as the rest of the country, the most collective thing they have done in their life has been organized on Twitter to spread hate campaigns against AMLO. ",irr,"No me sorprende que los conservas no quieran recibir la vacuna al igual que el resto del país, lo más colectivo que han hecho en su vida ha sido organizarse en Twitter para difundir campañas de odio contra AMLO.",1.34e+18,"{'username': 'sofianosabia', 'displayname': 'Sofía Lameiro Díaz', 'id': 736277537395904512, 'description': 'Militante de morena y feminista obradorista\nAmiga de la igualdad republicana y adversaria de los fueros y privilegios', 'rawDescription': 'Militante de morena y feminista obradorista\nAmiga de la igualdad republicana y adversaria de los fueros y privilegios', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2016, 5, 27, 19, 26, 59, tzinfo=datetime.timezone.utc), 'followersCount': 33042, 'friendsCount': 1023, 'statusesCount': 10682, 'favouritesCount': 47393, 'listedCount': 78, 'mediaCount': 822, 'location': 'Guadalajara, México', 'protected': False, 'linkUrl': 'https://linktr.ee/SofiaLameiroDiaz', 'linkTcourl': 'https://t.co/OwNnLBDZUs', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1346244715046428672/8E5CXitM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/736277537395904512/1466605471'}",[],[],23,284,1151,7,1.34e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,sofianosabia
144,144,22278,https://twitter.com/diegobranca/status/1293708593158598659,13/08/2020 02:38:00,"We arrange with the bonists with a 37-year-old kid.  Let's make the vaccine against the Covid-19 in Argentina  But besides these days:  The works of the Atlantic corridor were restarted to transform routes 11 and 56 into highway with an investment of $ 4,744 million ",irr,"Arreglamos con los bonistas con un pibe de 37 años.

Vamos a fabricar la Vacuna contra el COVID-19 en Argentina

Pero además en estos días:

Se reiniciaron las obras del Corredor del Atlántico para transformar en autovía las Rutas 11 y 56 con una inversión de $ 4.744 millones",1.29e+18,"{'username': 'diegobranca', 'displayname': 'Diego Brancatelli', 'id': 133398816, 'description': 'PERIODISTA. Siempre del lado del Pueblo. Vice Presidente 1° del Club Atlético ITUZAINGO. Intratables. POP 101.5\nEn Pilar junto a Federico ACHAVAL', 'rawDescription': 'PERIODISTA. Siempre del lado del Pueblo. Vice Presidente 1° del Club Atlético ITUZAINGO. Intratables. POP 101.5\nEn Pilar junto a Federico ACHAVAL', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2010, 4, 15, 17, 43, 12, tzinfo=datetime.timezone.utc), 'followersCount': 394278, 'friendsCount': 2043, 'statusesCount': 39088, 'favouritesCount': 9578, 'listedCount': 628, 'mediaCount': 3897, 'location': 'África Oeste - ITUZAINGÓ- ARG', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1242821419639148545/MsA0rNfC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/133398816/1604143659'}",[],[],725,421,2008,97,1.29e+18,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,"{'longitude': -63.39386, 'latitude': -41.035009}","{'fullName': 'Buenos Aires, Argentina', 'name': 'Buenos Aires', 'type': 'admin', 'country': 'Argentina', 'countryCode': 'AR'}",diegobranca
145,145,8059,https://twitter.com/TrovatoMarceloA/status/1364330249027276805,23/02/2021 22:44:00,What pieces of bitch children  Do you know why they are going to vaccinate teachers ...?  Because the Sinopharm China vaccine is loose of papers and is not proven over 60 years.  They realize that we can not continue to hold this government ... ,neg,"Que pedazos de Hijos de Puta

Sabes porqué van a vacunar a los docentes...?

Porque la vacuna de Sinopharm China es floja de papeles y no está probada con mayores de 60 años.

Se dan cuenta que no podemos seguir aguantando este Gobierno...",1.36e+18,"{'username': 'TrovatoMarceloA', 'displayname': 'Marcelo Trovato', 'id': 1182056011907174402, 'description': 'Creador y Mánager de Pronóstico Bursátil \nMe encontrás también en YouTube y en Linkedin. Sigan a @ProBu2019', 'rawDescription': 'Creador y Mánager de Pronóstico Bursátil \nMe encontrás también en YouTube y en Linkedin. Sigan a @ProBu2019', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2019, 10, 9, 22, 11, 47, tzinfo=datetime.timezone.utc), 'followersCount': 32170, 'friendsCount': 28, 'statusesCount': 16351, 'favouritesCount': 9223, 'listedCount': 188, 'mediaCount': 1325, 'location': 'Ciudad Autónoma de Buenos Aire', 'protected': False, 'linkUrl': 'http://pronosticobursatil.com', 'linkTcourl': 'https://t.co/93bxJbgUF7', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1389303933387124737/gsZFiJts_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1182056011907174402/1618247208'}",[],[],25,164,544,6,1.36e+18,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,TrovatoMarceloA
146,146,17687,https://twitter.com/FabBallarini/status/1339590022568132616,17/12/2020 16:15:00,Small correction.  The vaccine was not applied because * * Even * are not the results of phase 3 in people over 60 years. They would be in a few days.  Not to anti-vaccine speech in the media! https://t.co/ruj2jppz76. ,pos,"Pequeña corrección. 

No se la aplicó la vacuna PORQUE *AUN* NO ESTAN LOS RESULTADOS DE LA FASE 3 EN PERSONAS MAYORES DE 60 AÑOS. Los mismo estarían en unos días. 

¡No al discurso anti-vacunas en los medios! twitter.com/LANACION/statu…",1.34e+18,"{'username': 'FabBallarini', 'displayname': 'Fabricio Ballarini', 'id': 593189095, 'description': 'Científico del CONICET (IBCN-UBA). Director de Bioingeniería del ITBA. Presidente de EaC. Hablo de ciencia en Filo news/Paka paka/Radio Urbana\n+Ciencia+Libertad', 'rawDescription': 'Científico del CONICET (IBCN-UBA). Director de Bioingeniería del ITBA. Presidente de EaC. Hablo de ciencia en Filo news/Paka paka/Radio Urbana\n+Ciencia+Libertad', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2012, 5, 29, 0, 10, 51, tzinfo=datetime.timezone.utc), 'followersCount': 108514, 'friendsCount': 1076, 'statusesCount': 37488, 'favouritesCount': 70221, 'listedCount': 258, 'mediaCount': 5604, 'location': '', 'protected': False, 'linkUrl': 'http://www.instagram.com/fabballarini', 'linkTcourl': 'https://t.co/4WHltDZlGc', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1298061478252228608/Hl4Uvmp6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/593189095/1591457793'}",['https://twitter.com/LANACION/status/1339556322996568064'],['https://t.co/rUj2Jppz76'],177,3288,13349,138,1.34e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"{'url': 'https://twitter.com/LANACION/status/1339556322996568064', 'date': datetime.datetime(2020, 12, 17, 13, 1, 29, tzinfo=datetime.timezone.utc), 'content': 'Vacuna rusa: Putin dice que no se la aplicó porque no se recomienda a mayores de 60 https://t.co/vPxN6dYWfW https://t.co/Hei8mxA7aF', 'renderedContent': 'Vacuna rusa: Putin dice que no se la aplicó porque no se recomienda a mayores de 60 bit.ly/3mr1sJZ https://t.co/Hei8mxA7aF', 'id': 1339556322996568064, 'user': {'username': 'LANACION', 'displayname': 'LA NACION', 'id': 33989170, 'description': 'Información confiable y los mejores análisis de la realidad. \n?? ?? Suscribite y accedé sin límites: bit.ly/3kYTs3i', 'rawDescription': 'Información confiable y los mejores análisis de la realidad. \n?? ?? Suscribite y accedé sin límites: https://t.co/Up4MXJggQb', 'descriptionUrls': [{'text': 'bit.ly/3kYTs3i', 'url': 'https://bit.ly/3kYTs3i', 'tcourl': 'https://t.co/Up4MXJggQb', 'indices': (99, 122)}], 'verified': True, 'created': datetime.datetime(2009, 4, 21, 18, 21, 44, tzinfo=datetime.timezone.utc), 'followersCount': 3589821, 'friendsCount': 229, 'statusesCount': 398421, 'favouritesCount': 182, 'listedCount': 10515, 'mediaCount': 241614, 'location': 'Argentina', 'protected': False, 'linkUrl': 'http://lanacion.com.ar', 'linkTcourl': 'https://t.co/I2DzKTJdGc', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1335758212277145603/UmOv10VQ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/33989170/1592491327'}, 'outlinks': ['https://bit.ly/3mr1sJZ'], 'tcooutlinks': ['https://t.co/vPxN6dYWfW'], 'replyCount': 392, 'retweetCount': 577, 'likeCount': 1353, 'quoteCount': 392, 'conversationId': 1339556322996568064, 'lang': 'es', 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>', 'sourceUrl': 'https://www.echobox.com', 'sourceLabel': 'Echobox', 'media': [{'previewUrl': 'https://pbs.twimg.com/media/EpcPYCKXMAA04vH?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EpcPYCKXMAA04vH?format=jpg&name=large', 'type': 'photo'}], 'retweetedTweet': None, 'quotedTweet': None, 'mentionedUsers': None, 'coordinates': None, 'place': None}",,,,FabBallarini
147,147,13759,https://twitter.com/petrogustavo/status/1350043355477110784,15/01/2021 12:33:00,I leave this column about the experience in the manipulation of the Pfizer vaccine.  Vaccines are lost due to lack of preparation of human force that places them and not having health organization in the micro territory.  https://t.co/q3datc4qrn. ,neu,"Les dejo esta columna sobre la experiencia en la manipulación de la vacuna Pfizer.

Las vacunas se pierden por falta de preparación de la fuerza humana que las coloca y por no tener organización de salud en el micro territorio.

lavanguardia.com/vida/20210115/…",1.35e+18,"{'username': 'petrogustavo', 'displayname': 'Gustavo Petro', 'id': 49849732, 'description': 'Perfil Oficial del dirigente político progresista colombiano Gustavo Petro. Por una Colombia Humana con justicia social y en Paz', 'rawDescription': 'Perfil Oficial del dirigente político progresista colombiano Gustavo Petro. Por una Colombia Humana con justicia social y en Paz', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2009, 6, 23, 2, 4, 11, tzinfo=datetime.timezone.utc), 'followersCount': 4247024, 'friendsCount': 2514, 'statusesCount': 131632, 'favouritesCount': 17289, 'listedCount': 4855, 'mediaCount': 8373, 'location': 'ÜT: 4.650541,-74.074043', 'protected': False, 'linkUrl': 'http://petro.com.co/', 'linkTcourl': 'https://t.co/ho5XWkfwTr', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/962471262747529216/Uo8lOkRJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/49849732/1583873059'}",['https://www.lavanguardia.com/vida/20210115/6182925/que-hacer-dosis-sobrantes-ultimo-imprevisto-vacunacion.html'],['https://t.co/Q3DATc4qRN'],35,398,802,13,1.35e+18,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,petrogustavo
148,148,1693,https://twitter.com/Antimio/status/1382085147734855680,13/04/2021 23:35:00,"In intellectual honesty we must recognize that the ""Homeland"" vaccine was not created in Mexico. The most important thing is to work and help people, but it is an example of what Mexico is: neither money nor time for local science, better crosses the border and buy an invention https://t.co/szabi7cdli ",irr,"POR HONESTIDAD INTELECTUAL HAY QUE RECONOCER QUE LA VACUNA ""PATRIA"" NO FUE CREADA EN MÉXICO. Lo más importante es que funcione y ayude a las personas, pero es un ejemplo de lo que es México: ni dinero ni tiempo para la ciencia local, mejor cruzo la frontera y compro un invento https://t.co/SzABi7CDLI",1.38e+18,"{'username': 'Antimio', 'displayname': 'Antimio Cruz', 'id': 57349748, 'description': 'Periodista mexicano. Reportero de ciencia. Premios Walter Reuter, Conservación Internacional, Rostros de la Discriminación, Conacyt, Comecyt, Asolmex, Agrobio.', 'rawDescription': 'Periodista mexicano. Reportero de ciencia. Premios Walter Reuter, Conservación Internacional, Rostros de la Discriminación, Conacyt, Comecyt, Asolmex, Agrobio.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 7, 16, 14, 36, 10, tzinfo=datetime.timezone.utc), 'followersCount': 3707, 'friendsCount': 2474, 'statusesCount': 7387, 'favouritesCount': 4989, 'listedCount': 74, 'mediaCount': 2006, 'location': 'Ciudad de México, D.F.', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1376667598679465985/pkyPniAD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/57349748/1523968706'}",[],[],42,562,1088,52,1.38e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[{'previewUrl': 'https://pbs.twimg.com/media/Ey4mcMfVgAUn59H?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ey4mcMfVgAUn59H?format=jpg&name=large', 'type': 'photo'}]",,,,,,Antimio
149,149,20799,https://twitter.com/Mippcivzla/status/1305986490049146883,15/09/2020 23:46:00,"#Live ?? | PDTE @NicolasMaduro: The first to receive the Russian vaccine would be the medical staff, and security ...  #VenezuellaSadistancia https://t.co/rgummfuixq ",neu,"#EnVivo ?? | Pdte. @NicolasMaduro:  Los primeros en recibir la vacuna rusa serían el personal médico, y de seguridad...  

 #VenezuelaClasesADistancia pscp.tv/NicolasMaduro/…",1.31e+18,"{'username': 'Mippcivzla', 'displayname': 'MIPPCI', 'id': 839299289792774144, 'description': 'Cuenta Oficial del Ministerio del Poder Popular para la Comunicación e Información.', 'rawDescription': 'Cuenta Oficial del Ministerio del Poder Popular para la Comunicación e Información.', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2017, 3, 8, 2, 18, 38, tzinfo=datetime.timezone.utc), 'followersCount': 267373, 'friendsCount': 1011, 'statusesCount': 221841, 'favouritesCount': 53500, 'listedCount': 385, 'mediaCount': 177740, 'location': 'Venezuela', 'protected': False, 'linkUrl': 'http://www.minci.gob.ve', 'linkTcourl': 'https://t.co/aXxOVvTF8P', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1380195419993559061/d-av7RXw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/839299289792774144/1617896447'}",['https://www.pscp.tv/NicolasMaduro/1jMJgXOnngWxL'],['https://t.co/RgummfUixQ'],7,238,40,13,1.31e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,"[{'username': 'NicolasMaduro', 'displayname': 'Nicolás Maduro', 'id': 1252764865, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,Mippcivzla
150,150,2522,https://twitter.com/donni__69/status/1380547092930830347,09/04/2021 17:44:00,"Nolotil is the best-selling medicine in ????  It can produce agranulocytosis (it leaves you without white globles) in 1 out of 3,000 - 1,000,000 treatments  The mortality of the picture ranges between 3 and 25%  Why is it not covered in newspapers like the AstraZeneca vaccine? ",pos,"El Nolotil es el medicamento más vendido en ????
Puede produce agranulocitosis (te deja sin globulos blancos) en 1 de cada 3.000 - 1.000.000 tratamientos
La mortalidad del cuadro oscila entre el 3 y el 25%
¿Por qué no es portada en los periódicos como la vacuna AstraZeneca?",1.38e+18,"{'username': 'donni__69', 'displayname': 'Donni', 'id': 420972815, 'description': 'Astrónomo amateur, apasionado de las finanzas, viajero, lector nocturno, padre tenaz, seriófilo, hago fotos de vez en cuando y el resto del tiempo medico.', 'rawDescription': 'Astrónomo amateur, apasionado de las finanzas, viajero, lector nocturno, padre tenaz, seriófilo, hago fotos de vez en cuando y el resto del tiempo medico.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 11, 25, 10, 13, 5, tzinfo=datetime.timezone.utc), 'followersCount': 37939, 'friendsCount': 938, 'statusesCount': 2673, 'favouritesCount': 2120, 'listedCount': 195, 'mediaCount': 409, 'location': 'Madrid', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1236995591948972035/wsteUVz__normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/420972815/1501623146'}",[],[],99,931,2341,25,1.38e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,donni__69
151,151,3546,https://twitter.com/martinpiro/status/1378411557391118336,03/04/2021 20:18:00,"The vaccine does not prevent you from getting sick, avoid you die by Covid ",neu,"La vacuna no evita que te enfermes, evita que te mueras por covid",1.38e+18,"{'username': 'martinpiro', 'displayname': 'martin piroyansky', 'id': 92656579, 'description': 'martinpiro.com Trabaja en Actor', 'rawDescription': 'https://t.co/dlKRoaxA5K Trabaja en Actor', 'descriptionUrls': [{'text': 'martinpiro.com', 'url': 'http://www.martinpiro.com', 'tcourl': 'https://t.co/dlKRoaxA5K', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2009, 11, 26, 1, 25, 48, tzinfo=datetime.timezone.utc), 'followersCount': 125069, 'friendsCount': 505, 'statusesCount': 17292, 'favouritesCount': 19588, 'listedCount': 172, 'mediaCount': 1216, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/734489456158314498/dQAMYgND_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/92656579/1432090401'}",[],[],25,277,3019,21,1.38e+18,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,martinpiro
152,152,12343,https://twitter.com/AdamSmithFree/status/1353881933801897984,26/01/2021 02:46:00,"?? Pfizer, modern, Astrazeneca, Janssen, Biontech, and other laboratories of the ""Empire"", will be in ruin. Venezuela saves humanity!  ?? This does communism: in Argentina only apply Chinese vaccine and in Venezuela, gothic ""miraculous"" by José Gregorio. Vote for Petro! https://t.co/hotmgcpya6. ",irr,"?? Pfizer, Moderna, AstraZeneca, Janssen, BioNTech, y demás laboratorios del ""imperio"", quedarán en la ruina. ¡Venezuela salva la Humanidad! 

?? Esto hace el comunismo: en Argentina sólo aplican vacuna china y en Venezuela, goticas ""milagrosas"" de José Gregorio. ¡VOTE POR PETRO! https://t.co/hotmGcpYA6",1.35e+18,"{'username': 'AdamSmithFree', 'displayname': '?? Adam Smith Liberty????????', 'id': 897488559187386368, 'description': 'Prefiero la más imperfecta de las democracias a la más ""perfecta"" de las dictaduras. Por la defensa de la Libertad, dispuesto a dar mi vida.', 'rawDescription': 'Prefiero la más imperfecta de las democracias a la más ""perfecta"" de las dictaduras. Por la defensa de la Libertad, dispuesto a dar mi vida.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2017, 8, 15, 16, 2, 1, tzinfo=datetime.timezone.utc), 'followersCount': 20892, 'friendsCount': 3967, 'statusesCount': 192434, 'favouritesCount': 190080, 'listedCount': 33, 'mediaCount': 19148, 'location': 'Los Angeles, CA', 'protected': False, 'linkUrl': 'https://youtu.be/xSPYTUcf6Bc', 'linkTcourl': 'https://t.co/W5qmCgkkiJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1391549225104670723/ZMVZFOX2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/897488559187386368/1620140542'}",[],[],42,191,314,36,1.35e+18,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1353881832274583552/pu/img/0MKaye0K1bNoziFj.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353881832274583552/pu/vid/640x360/pgL2WOBSZyHoHT2X.mp4?tag=10', 'bitrate': 832000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1353881832274583552/pu/pl/THeFDLDGoV1pOQUr.m3u8?tag=10', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353881832274583552/pu/vid/480x270/qk8KDseXC770L7re.mp4?tag=10', 'bitrate': 256000}], 'duration': 140.0, 'type': 'video'}]",,,,,,AdamSmithFree
