,Unnamed: 0,url,date,content,renderedContent,id,user,outlinks,tcooutlinks,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,media,retweetedTweet,quotedTweet,mentionedUsers,coordinates,place,username,labels
299,22960,https://twitter.com/pagina12/status/1292581523435204608,2020-08-09 22:00:24+00:00,Rusia anuncia que su vacuna estará certificada el 12 de agosto https://t.co/1QBVSve8NZ,Rusia anuncia que su vacuna estará certificada el 12 de agosto pagina12.com.ar/283820-rusia-a…,1292581523435204608,"{'username': 'pagina12', 'displayname': 'Página|12', 'id': 775474080715767808, 'description': 'Cuenta oficial de Página/12. #LaOtraMirada', 'rawDescription': 'Cuenta oficial de Página/12. #LaOtraMirada', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2016, 9, 12, 23, 20, 3, tzinfo=datetime.timezone.utc), 'followersCount': 413044, 'friendsCount': 29, 'statusesCount': 118869, 'favouritesCount': 1406, 'listedCount': 1536, 'mediaCount': 11073, 'location': 'Argentina', 'protected': False, 'linkUrl': 'http://pagina12.com.ar/', 'linkTcourl': 'https://t.co/lAikvYxpx0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1027513733667581952/iyvq4gqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/775474080715767808/1478011229'}",['https://www.pagina12.com.ar/283820-rusia-anuncia-que-su-vacuna-contra-el-coronavirus-estara-cer?utm_term=Autofeed&utm_medium=Echobox&utm_source=Twitter#Echobox=1597002990'],['https://t.co/1QBVSve8NZ'],17,218,432,50,1292581523435204608,es,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",https://www.echobox.com,Echobox,,,,,,,pagina12,3
300,14987,https://twitter.com/laespergesia/status/1345768946411180032,2021-01-03 16:28:14+00:00,"Te pusiste los brackets, que no necesitabas, en Sabana Grande y ahora sales con el cuento de que no confías en la vacuna.","Te pusiste los brackets, que no necesitabas, en Sabana Grande y ahora sales con el cuento de que no confías en la vacuna.",1345768946411180032,"{'username': 'laespergesia', 'displayname': 'Nathali', 'id': 138517108, 'description': ""Lástima que para escribir haya que escribir. Jean-Louis Faivre d'Arcier || Mamá se dibuja en mí de todas las formas || Periodista venezolana II Baile libre ||"", 'rawDescription': ""Lástima que para escribir haya que escribir. Jean-Louis Faivre d'Arcier || Mamá se dibuja en mí de todas las formas || Periodista venezolana II Baile libre ||"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 4, 29, 19, 42, 52, tzinfo=datetime.timezone.utc), 'followersCount': 8487, 'friendsCount': 3569, 'statusesCount': 26018, 'favouritesCount': 51177, 'listedCount': 36, 'mediaCount': 2313, 'location': 'Caracas, Venezuela', 'protected': False, 'linkUrl': 'http://ciudadccs.info/tag/nathali-gomez/', 'linkTcourl': 'https://t.co/Av3F86q3Jl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1378404784189943815/fee1fVTj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/138517108/1581779915'}",[],[],21,236,489,26,1345768946411180032,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,laespergesia,1
301,20783,https://twitter.com/camilocammas/status/1306253562452860931,2020-09-16 15:28:12+00:00,Lo mismo va a decir con la vacuna. https://t.co/WLqGCvNWt4,Lo mismo va a decir con la vacuna. https://t.co/WLqGCvNWt4,1306253562452860931,"{'username': 'camilocammas', 'displayname': 'Camilo Cammás', 'id': 1039894712856002562, 'description': 'Abogado - Consultor y analista legislativo - Director del Área de Formación de Fundación @CuideChile | No a la ""Nueva Normalidad"" | FSSPX', 'rawDescription': 'Abogado - Consultor y analista legislativo - Director del Área de Formación de Fundación @CuideChile | No a la ""Nueva Normalidad"" | FSSPX', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 9, 12, 15, 13, 14, tzinfo=datetime.timezone.utc), 'followersCount': 9686, 'friendsCount': 3141, 'statusesCount': 38607, 'favouritesCount': 31643, 'listedCount': 27, 'mediaCount': 2151, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1322716488168603648/ALsQwVFc_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1039894712856002562/1545068971'}",[],[],73,159,156,34,1306253562452860931,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"[{'previewUrl': 'https://pbs.twimg.com/media/EiC-rGCWkAIPM_K?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiC-rGCWkAIPM_K?format=png&name=large', 'type': 'photo'}]",,,,,,camilocammas,0
302,21505,https://twitter.com/FAPUV/status/1297664761644154880,2020-08-23 22:39:23+00:00,"La vuelta a clases planificación u recursos institucionales para garantizar:
1) Salario digno: de la canasta básica para arriba
2) Bioseguridad en el campus
3) Cobertura total de HC para Covid 19 que debe ser reconocido como enfermedad laboral si salimos a trabajar sin vacuna.","La vuelta a clases planificación u recursos institucionales para garantizar:
1) Salario digno: de la canasta básica para arriba
2) Bioseguridad en el campus
3) Cobertura total de HC para Covid 19 que debe ser reconocido como enfermedad laboral si salimos a trabajar sin vacuna.",1297664761644154880,"{'username': 'FAPUV', 'displayname': 'FAPUV', 'id': 62050378, 'description': 'Federación de Asociaciones de Profesores Universitarios de Venezuela (FAPUV)', 'rawDescription': 'Federación de Asociaciones de Profesores Universitarios de Venezuela (FAPUV)', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 8, 1, 15, 7, 24, tzinfo=datetime.timezone.utc), 'followersCount': 255656, 'friendsCount': 3619, 'statusesCount': 35710, 'favouritesCount': 5510, 'listedCount': 894, 'mediaCount': 348, 'location': 'Caracas, Venezuela', 'protected': False, 'linkUrl': 'http://fapuv.blogspot.com/', 'linkTcourl': 'http://t.co/wroGXEWXyO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/342841430/headerFAPUV_normal.jpg', 'profileBannerUrl': None}",[],[],25,360,378,14,1297664761644154880,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,FAPUV,3
303,15621,https://twitter.com/HLFrisbie/status/1343740490970181633,2020-12-29 02:07:53+00:00,"#VacunaCOVID19 

Me llamaron para recibir la vacuna, como privilegio al director, les dije que éramos 12 empleados y mi número es el 12

El abasto de vacunas es aun muy limitado si no trabajas en un hospital de mas de 80 camas censables","#VacunaCOVID19 

Me llamaron para recibir la vacuna, como privilegio al director, les dije que éramos 12 empleados y mi número es el 12

El abasto de vacunas es aun muy limitado si no trabajas en un hospital de mas de 80 camas censables",1343740490970181633,"{'username': 'HLFrisbie', 'displayname': 'Hector L Frisbie © 🇲🇽🇺🇸🇧🇿', 'id': 1109578526, 'description': '34 años en medicina-cirugía-salud publica-misiones médicas @UNAM_MX @IPADE @ACOG  🚴 🏃\u200d♂️ 🏊\u200d♂️ 🏔🏝❤️M', 'rawDescription': '34 años en medicina-cirugía-salud publica-misiones médicas @UNAM_MX @IPADE @ACOG  🚴 🏃\u200d♂️ 🏊\u200d♂️ 🏔🏝❤️M', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 1, 21, 17, 20, 30, tzinfo=datetime.timezone.utc), 'followersCount': 6529, 'friendsCount': 1005, 'statusesCount': 10934, 'favouritesCount': 5916, 'listedCount': 20, 'mediaCount': 1608, 'location': 'USA-Belize-Mexico', 'protected': False, 'linkUrl': 'https://www.youtube.com/user/hlfrisbie', 'linkTcourl': 'https://t.co/SVSvjaCuyB', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1383353748471226371/g1NnXUmK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1109578526/1620621957'}",[],[],18,159,956,11,1343740490970181633,es,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://twitter.com/#!/download/ipad,Twitter for iPad,,,,,,,HLFrisbie,3
304,12029,https://twitter.com/Mauriciomulder/status/1354424130003734531,2021-01-27 13:40:51+00:00,"Sagasti nos encierra de nuevo a todos los peruanos, pero el anuncia que se vacuna en tres días. Ampay me salvo y que se jodan los demás...","Sagasti nos encierra de nuevo a todos los peruanos, pero el anuncia que se vacuna en tres días. Ampay me salvo y que se jodan los demás...",1354424130003734531,"{'username': 'Mauriciomulder', 'displayname': 'Mauricio Mulder', 'id': 235139317, 'description': 'Presidente de la Comisión Política del APRA. Firmes en la izquierda democrática.', 'rawDescription': 'Presidente de la Comisión Política del APRA. Firmes en la izquierda democrática.', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2011, 1, 7, 13, 10, 20, tzinfo=datetime.timezone.utc), 'followersCount': 541611, 'friendsCount': 1347, 'statusesCount': 7462, 'favouritesCount': 488, 'listedCount': 776, 'mediaCount': 406, 'location': 'Lima', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1222377627245215744/PEOuGEty_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/235139317/1580272569'}",[],[],441,372,1561,43,1354424130003734531,es,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",https://twitterrific.com/ios,Twitterrific for iOS,,,,,,,Mauriciomulder,1
305,7452,https://twitter.com/ernestorr/status/1366174247425556483,2021-02-28 23:51:37+00:00,"Argentina tiene hoy casi 18 muertos por millón por semana, es decir, un millón de vacunas salvarían al menos 18 vidas *en cada semana* después de producir inmunidad (en realidad bastante más si la vacuna va a mayores de 65 años, ya que es el grupo con más muertes).","Argentina tiene hoy casi 18 muertos por millón por semana, es decir, un millón de vacunas salvarían al menos 18 vidas *en cada semana* después de producir inmunidad (en realidad bastante más si la vacuna va a mayores de 65 años, ya que es el grupo con más muertes).",1366174247425556483,"{'username': 'ernestorr', 'displayname': 'Ernesto Resnik', 'id': 73102744, 'description': ""Científico. Biólogo Molecular/Inmunólogo/Biotecnólogo (Anticuerpos monoclonales). (Personal acct doesn't reflect my employer)"", 'rawDescription': ""Científico. Biólogo Molecular/Inmunólogo/Biotecnólogo (Anticuerpos monoclonales). (Personal acct doesn't reflect my employer)"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 9, 10, 12, 13, 58, tzinfo=datetime.timezone.utc), 'followersCount': 65933, 'friendsCount': 3790, 'statusesCount': 103645, 'favouritesCount': 123802, 'listedCount': 233, 'mediaCount': 5103, 'location': '', 'protected': False, 'linkUrl': 'http://iernesto.blogspot.com/', 'linkTcourl': 'https://t.co/x2d3kdoc1C', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/814910873592434689/A92C4pef_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/73102744/1363983098'}",[],[],69,334,1747,29,1366174247425556483,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,ernestorr,1
306,15523,https://twitter.com/McSally14/status/1343957651802054657,2020-12-29 16:30:48+00:00,"Me gustaría saber que opina el @INEMexico acerca de que se use la vacuna como fin electoral? Porque permiten q morena promocione  lo q hace el gobierno Federal? Q no está prohibido para fines electorales? Tal parece q si no votas por ellos no hay vacuna

#VacunaElectoral https://t.co/EVlfIWUAX9","Me gustaría saber que opina el @INEMexico acerca de que se use la vacuna como fin electoral? Porque permiten q morena promocione  lo q hace el gobierno Federal? Q no está prohibido para fines electorales? Tal parece q si no votas por ellos no hay vacuna

#VacunaElectoral https://t.co/EVlfIWUAX9",1343957651802054657,"{'username': 'McSally14', 'displayname': 'McSaLlY', 'id': 957472674170761216, 'description': 'Quiero tener un México. Mejor #Mx1RO #GRN #CGxM #VxM #LDG #X1MxUnido #DespiertaMexico #EsperancitosTeam', 'rawDescription': 'Quiero tener un México. Mejor #Mx1RO #GRN #CGxM #VxM #LDG #X1MxUnido #DespiertaMexico #EsperancitosTeam', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 1, 28, 4, 37, 29, tzinfo=datetime.timezone.utc), 'followersCount': 5502, 'friendsCount': 3798, 'statusesCount': 95289, 'favouritesCount': 65230, 'listedCount': 4, 'mediaCount': 1108, 'location': 'Hermosillo', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1369503994549129216/YTZ-ReX1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/957472674170761216/1605225915'}",[],[],27,198,266,14,1343957651802054657,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"[{'previewUrl': 'https://pbs.twimg.com/media/EqayXAaVoAI53-7?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EqayXAaVoAI53-7?format=jpg&name=large', 'type': 'photo'}]",,,"[{'username': 'INEMexico', 'displayname': '@INEMexico', 'id': 76178329, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,McSally14,3
307,396,https://twitter.com/Nessnio/status/1386656894895464451,2021-04-26 12:22:21+00:00,"¿Sabía usted que por aspectos meramente políticos, el @invimacolombia no autoriza uso  vacuna rusa Sputnik v, mientras la gente en Colombia muere por centenares?","¿Sabía usted que por aspectos meramente políticos, el @invimacolombia no autoriza uso  vacuna rusa Sputnik v, mientras la gente en Colombia muere por centenares?",1386656894895464451,"{'username': 'Nessnio', 'displayname': 'Joker', 'id': 142491250, 'description': '¡Joker es un instrumento sociológico!', 'rawDescription': '¡Joker es un instrumento sociológico!', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 5, 11, 1, 13, 42, tzinfo=datetime.timezone.utc), 'followersCount': 59283, 'friendsCount': 25080, 'statusesCount': 236896, 'favouritesCount': 232072, 'listedCount': 32, 'mediaCount': 1527, 'location': 'Tucumán, Argentina', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1352820821975248899/7xkhCWff_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/142491250/1615518753'}",[],[],49,652,1182,28,1386656894895464451,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,"[{'username': 'invimacolombia', 'displayname': 'Invima', 'id': 374557401, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,Nessnio,3
308,11649,https://twitter.com/proceso/status/1355191635982872580,2021-01-29 16:30:38+00:00,"El conductor de televisión mexicano Juan José Origel presumió en redes sociales que viajó a Florida, EU, para aplicarse la vacuna contra covid-19, lo que provocó que ese estado endureciera las reglas para evitar que haya más “turismo de vacunas”. 
https://t.co/jM28j3QCL1","El conductor de televisión mexicano Juan José Origel presumió en redes sociales que viajó a Florida, EU, para aplicarse la vacuna contra covid-19, lo que provocó que ese estado endureciera las reglas para evitar que haya más “turismo de vacunas”. 
ow.ly/aPLR50Dlp2y",1355191635982872580,"{'username': 'proceso', 'displayname': 'Proceso', 'id': 41156599, 'description': 'Información y análisis proceso.com.mx', 'rawDescription': 'Información y análisis https://t.co/dJbnDCZUmL', 'descriptionUrls': [{'text': 'proceso.com.mx', 'url': 'http://www.proceso.com.mx', 'tcourl': 'https://t.co/dJbnDCZUmL', 'indices': (23, 46)}], 'verified': True, 'created': datetime.datetime(2009, 5, 19, 17, 0, 37, tzinfo=datetime.timezone.utc), 'followersCount': 4905203, 'friendsCount': 1713, 'statusesCount': 192501, 'favouritesCount': 1937, 'listedCount': 14067, 'mediaCount': 8639, 'location': 'México', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/791445782024949760/_Mlnv2Z-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/41156599/1620665236'}",['http://ow.ly/aPLR50Dlp2y'],['https://t.co/jM28j3QCL1'],155,193,568,39,1355191635982872580,es,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",https://www.hootsuite.com,Hootsuite Inc.,,,,,,,proceso,3
309,8452,https://twitter.com/GuimonacoOk/status/1363522056432795649,2021-02-21 16:12:45+00:00,"- ¿Viste que turro Verbisky? Aprovechar que era amigo de Gines para darse la vacuna!
- Si! No lo puedo creer! ¿Tomamos un café?
- No puedo. El sobrino de La Pocha me consiguió un contacto en la municipalidad para renovar el registro sin hacer cola. Otro día con más tiempo, si","- ¿Viste que turro Verbisky? Aprovechar que era amigo de Gines para darse la vacuna!
- Si! No lo puedo creer! ¿Tomamos un café?
- No puedo. El sobrino de La Pocha me consiguió un contacto en la municipalidad para renovar el registro sin hacer cola. Otro día con más tiempo, si",1363522056432795649,"{'username': 'GuimonacoOk', 'displayname': 'Guillermo Mónaco', 'id': 1590993728, 'description': 'No se qué es lo que busca, pero acá no es\n\nMuy K', 'rawDescription': 'No se qué es lo que busca, pero acá no es\n\nMuy K', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 7, 13, 13, 13, 56, tzinfo=datetime.timezone.utc), 'followersCount': 8667, 'friendsCount': 7124, 'statusesCount': 27557, 'favouritesCount': 62158, 'listedCount': 5, 'mediaCount': 5870, 'location': 'Fuerte y al medio', 'protected': False, 'linkUrl': 'http://bombillatapada.blogspot.com.ar/', 'linkTcourl': 'http://t.co/eZcJc19RtO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1385742920758747136/7hVvSzjg_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1590993728/1522853311'}",[],[],33,171,700,13,1363522056432795649,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,GuimonacoOk,3
310,4074,https://twitter.com/jotaalonso/status/1377210203414921216,2021-03-31 10:44:34+00:00,"El @gcba vacuna a mayores de 75 en Parque Roca, San Lorenzo y La Rural de Palermo. 
Siguen sin trabajar con @PAMI_org_ar que tiene la mejor logística y vacuna a miles de adultos mayores en la provincia de Buenos Aires. Espero que las personas no tengan que esperar y hacer fila.","El @gcba vacuna a mayores de 75 en Parque Roca, San Lorenzo y La Rural de Palermo. 
Siguen sin trabajar con @PAMI_org_ar que tiene la mejor logística y vacuna a miles de adultos mayores en la provincia de Buenos Aires. Espero que las personas no tengan que esperar y hacer fila.",1377210203414921216,"{'username': 'jotaalonso', 'displayname': 'Juan Alonso', 'id': 124010482, 'description': 'Periodista. Jefe de investigación periodística de Radio Nacional. Premio Walsh 2017 por la Facultad de Periodismo de La Plata.\nInstagram: jotaalonso3', 'rawDescription': 'Periodista. Jefe de investigación periodística de Radio Nacional. Premio Walsh 2017 por la Facultad de Periodismo de La Plata.\nInstagram: jotaalonso3', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 3, 17, 23, 39, 22, tzinfo=datetime.timezone.utc), 'followersCount': 98256, 'friendsCount': 8803, 'statusesCount': 95985, 'favouritesCount': 41695, 'listedCount': 328, 'mediaCount': 6517, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1384140440538996754/xwMdIIHg_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/124010482/1547179469'}",[],[],11,188,380,6,1377210203414921216,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,"[{'username': 'gcba', 'displayname': 'Buenos Aires Ciudad 🙎🏻\u200d♂️↔️🙍🏻\u200d♀️', 'id': 37494271, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'PAMI_org_ar', 'displayname': 'PAMI - INSSJP', 'id': 252605344, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,jotaalonso,1
311,4483,https://twitter.com/ernestorr/status/1375567787289157632,2021-03-26 21:58:11+00:00,"@sofirosario400 @sputnikvaccine @MinSaludSantaFe @Leo_Caruana @alferdez @MarianaLestelle @carlavizzotti No, no, no, la primera dosis es esencial y no se pierde por no tener la segunda. La segunda dosis hace la respuesta inmune más robusta y duradera, pero la primera ya otorga mucho de eso. Pensá que la vacuna de J&amp;J es nada más ni nada menos que la primera dosis de Sputnik","@sofirosario400 @sputnikvaccine @MinSaludSantaFe @Leo_Caruana @alferdez @MarianaLestelle @carlavizzotti No, no, no, la primera dosis es esencial y no se pierde por no tener la segunda. La segunda dosis hace la respuesta inmune más robusta y duradera, pero la primera ya otorga mucho de eso. Pensá que la vacuna de J&amp;J es nada más ni nada menos que la primera dosis de Sputnik",1375567787289157632,"{'username': 'ernestorr', 'displayname': 'Ernesto Resnik', 'id': 73102744, 'description': ""Científico. Biólogo Molecular/Inmunólogo/Biotecnólogo (Anticuerpos monoclonales). (Personal acct doesn't reflect my employer)"", 'rawDescription': ""Científico. Biólogo Molecular/Inmunólogo/Biotecnólogo (Anticuerpos monoclonales). (Personal acct doesn't reflect my employer)"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 9, 10, 12, 13, 58, tzinfo=datetime.timezone.utc), 'followersCount': 65933, 'friendsCount': 3790, 'statusesCount': 103645, 'favouritesCount': 123802, 'listedCount': 233, 'mediaCount': 5103, 'location': '', 'protected': False, 'linkUrl': 'http://iernesto.blogspot.com/', 'linkTcourl': 'https://t.co/x2d3kdoc1C', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/814910873592434689/A92C4pef_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/73102744/1363983098'}",[],[],60,487,1113,45,1375563436084637704,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,"[{'username': 'sofirosario400', 'displayname': 'Gaby Ros👸👼❤', 'id': 2262950187, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'sputnikvaccine', 'displayname': 'Sputnik V', 'id': 1293113010941296640, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'MinSaludSantaFe', 'displayname': 'Ministerio de Salud', 'id': 761180388467339268, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'Leo_Caruana', 'displayname': 'Leonardo Caruana', 'id': 1430382242, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'alferdez', 'displayname': 'Alberto Fernández', 'id': 149991703, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'MarianaLestelle', 'displayname': 'Mariana Lestelle', 'id': 63102522, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'carlavizzotti', 'displayname': 'Carla Vizzotti', 'id': 157151068, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,ernestorr,3
312,10301,https://twitter.com/RemoSalvatierra/status/1359169247801446409,2021-02-09 15:56:15+00:00,"Cuando te toca                    pero es la
ponerte la vacuna                antirrábica https://t.co/4NJ6YqyWMn","Cuando te toca                    pero es la
ponerte la vacuna                antirrábica https://t.co/4NJ6YqyWMn",1359169247801446409,"{'username': 'RemoSalvatierra', 'displayname': 'Remo Salvatierra', 'id': 67358778, 'description': 'Copywriter con Adblock', 'rawDescription': 'Copywriter con Adblock', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 8, 20, 16, 50, 58, tzinfo=datetime.timezone.utc), 'followersCount': 3143, 'friendsCount': 809, 'statusesCount': 52566, 'favouritesCount': 17427, 'listedCount': 4, 'mediaCount': 2676, 'location': 'Lima \uf8ff', 'protected': False, 'linkUrl': 'http://Instagram.com/remosalvatierra', 'linkTcourl': 'https://t.co/VkF302CV3t', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/983954161854271488/eoAZaE3f_normal.jpg', 'profileBannerUrl': None}",[],[],24,471,3293,60,1359169247801446409,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"[{'previewUrl': 'https://pbs.twimg.com/media/Ety9OTBXYAEoRJp?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ety9OTBXYAEoRJp?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/Ety9OTEXAAsussp?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ety9OTEXAAsussp?format=jpg&name=large', 'type': 'photo'}]",,,,,,RemoSalvatierra,3
