,date,content,id,user,lang
10,2021-05-06 17:44:44+00:00,Ja veig l'Ikea venent el Quimicefa el dia que alliberin la patent de la vacuna contra la Covid...,1390361906611998720,"{'username': 'JoanLlonch', 'displayname': 'Joan Llonch', 'id': 281072745, 'description': 'Jo, un de més en aquest món.', 'rawDescription': 'Jo, un de més en aquest món.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 4, 12, 15, 35, 55, tzinfo=datetime.timezone.utc), 'followersCount': 274, 'friendsCount': 501, 'statusesCount': 4902, 'favouritesCount': 923, 'listedCount': 12, 'mediaCount': 144, 'location': 'Sabadell, Catalunya', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/598154826632077312/JjwljA6E_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/281072745/1612511228'}",ca
11,2021-05-06 17:38:59+00:00,"""Tomar perspectiva: eficaz vacuna contra la fatiga pandémica"".
Hoy es clave salirse del torbellino diario y ganar distancia para mantener un buen estado de ánimo. 
Así mejoraremos nuestra gratitud y nivel de energía. 
https://t.co/CK3lxTVjnj
#hr #liderazgo #talento #mindset https://t.co/ukN8a48lhm",1390360459543461892,"{'username': 'davidreyero73', 'displayname': 'David Reyero', 'id': 280689175, 'description': 'Passion for people development, innovation & high performance companies. Sanofi Iberia HR Manager. Blog: davidreyero.com #leadership #talent #innovation', 'rawDescription': 'Passion for people development, innovation & high performance companies. Sanofi Iberia HR Manager. Blog: http://t.co/c8MZCVQpap #leadership #talent #innovation', 'descriptionUrls': [{'text': 'davidreyero.com', 'url': 'http://www.davidreyero.com', 'tcourl': 'http://t.co/c8MZCVQpap', 'indices': (105, 127)}], 'verified': False, 'created': datetime.datetime(2011, 4, 11, 21, 10, 3, tzinfo=datetime.timezone.utc), 'followersCount': 2786, 'friendsCount': 981, 'statusesCount': 3072, 'favouritesCount': 80, 'listedCount': 166, 'mediaCount': 582, 'location': 'Barcelona, España', 'protected': False, 'linkUrl': 'http://www.linkedin.com/in/davidreyerotrapiello', 'linkTcourl': 'https://t.co/cvTboiyUiZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/936271372732551169/J9PaB6L4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/280689175/1512059433'}",es
12,2021-05-06 17:38:55+00:00,"NO SE HABÍA PUESTO LA VACUNA. 

¡Era previo a inyectársela! https://t.co/rzLSpTX98D",1390360439561900037,"{'username': 'albertcastillav', 'displayname': 'Albert Castilla😷', 'id': 1010974396675215363, 'description': 'Periodista del 98. Máster de COMPOL en @upf. Con ganas de aprender. Opiniones personales.', 'rawDescription': 'Periodista del 98. Máster de COMPOL en @upf. Con ganas de aprender. Opiniones personales.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 6, 24, 19, 54, 13, tzinfo=datetime.timezone.utc), 'followersCount': 254, 'friendsCount': 1147, 'statusesCount': 4489, 'favouritesCount': 11873, 'listedCount': 1, 'mediaCount': 271, 'location': 'Barcelona, España', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1378070881956728845/5KnTB_HU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1010974396675215363/1616738251'}",es
13,2021-05-06 17:32:13+00:00,@Becaria_ En esta franja que vacuna te toca?,1390358754613514244,"{'username': 'Neochange', 'displayname': 'el Michael', 'id': 70677079, 'description': 'Un poco más y ya estamos', 'rawDescription': 'Un poco más y ya estamos', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 9, 1, 13, 20, 51, tzinfo=datetime.timezone.utc), 'followersCount': 180, 'friendsCount': 1045, 'statusesCount': 14864, 'favouritesCount': 14811, 'listedCount': 10, 'mediaCount': 1017, 'location': 'Barcelona', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1235291244982611971/qq-_xyrw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/70677079/1601165873'}",es
14,2021-05-06 17:26:28+00:00,@Sicrit_ És molt més nostrada aquesta paraula que vacuna. Prefereixo dir-ho com la majoria d'europeus que com els ñords.,1390357308220260357,"{'username': 'TAMnevergiveup', 'displayname': 'TAM', 'id': 898583466597646336, 'description': 'Never give up. No surrender.', 'rawDescription': 'Never give up. No surrender.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2017, 8, 18, 16, 32, 48, tzinfo=datetime.timezone.utc), 'followersCount': 277, 'friendsCount': 740, 'statusesCount': 13836, 'favouritesCount': 42195, 'listedCount': 0, 'mediaCount': 49, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1383159134875496448/_iNb1sxe_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/898583466597646336/1529196819'}",ca
15,2021-05-06 17:23:42+00:00,@CNNEE Que os metáis la vacuna por donde os quepa,1390356613853237252,"{'username': 'hbokanegra', 'displayname': 'Hector', 'id': 1164471060030525442, 'description': 'No alimentes más a este sistema de oligarquía política. 🗳 si votas a alguien tú eres el responsable de que nada cambie a mejor . #abstencionActiva', 'rawDescription': 'No alimentes más a este sistema de oligarquía política. 🗳 si votas a alguien tú eres el responsable de que nada cambie a mejor . #abstencionActiva', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2019, 8, 22, 9, 35, 20, tzinfo=datetime.timezone.utc), 'followersCount': 46, 'friendsCount': 66, 'statusesCount': 2573, 'favouritesCount': 886, 'listedCount': 0, 'mediaCount': 168, 'location': 'Barcelona, Cataluña', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1243945513390673920/Bw6S1oAU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1164471060030525442/1614351459'}",es
16,2021-05-06 17:23:31+00:00,Os adjunto el SMS que me llegó para la vacuna para q veáis que no acalara que tipo de vacuna es https://t.co/btS9yiF3kM,1390356566419836932,"{'username': 'llunaskiwi', 'displayname': 'lluna🍑', 'id': 1570743228, 'description': 'pim to freskito', 'rawDescription': 'pim to freskito', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 7, 5, 15, 37, 24, tzinfo=datetime.timezone.utc), 'followersCount': 618, 'friendsCount': 1899, 'statusesCount': 12245, 'favouritesCount': 33497, 'listedCount': 1, 'mediaCount': 530, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'http://www.instagram.com/llunaskiwi', 'linkTcourl': 'https://t.co/FuSGp57Ja4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1388582667432640514/We0PLksr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1570743228/1603730294'}",es
17,2021-05-06 17:22:25+00:00,"Y sinceramente nos hemos ido flipando.
Vaya gestión de mierda hay, que ni los propios médicos saben que vacuna tienen que ponerme.
Con esto no culpo a los enfermeros del hospital ni a ánimo a nadie a que NO se ponga la vacuna.",1390356289335746569,"{'username': 'llunaskiwi', 'displayname': 'lluna🍑', 'id': 1570743228, 'description': 'pim to freskito', 'rawDescription': 'pim to freskito', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 7, 5, 15, 37, 24, tzinfo=datetime.timezone.utc), 'followersCount': 618, 'friendsCount': 1899, 'statusesCount': 12245, 'favouritesCount': 33497, 'listedCount': 1, 'mediaCount': 530, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'http://www.instagram.com/llunaskiwi', 'linkTcourl': 'https://t.co/FuSGp57Ja4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1388582667432640514/We0PLksr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1570743228/1603730294'}",es
18,2021-05-06 17:20:33+00:00,"@vpartal Avui li han subministrat la vacuna.

https://t.co/Ffqt81op9B",1390355817367547905,"{'username': 'MelgerTina', 'displayname': 'Melger Tina 🦁🦂', 'id': 899910320013152261, 'description': 'Siamo colmi siamo al culmine\nstiamo calmi.', 'rawDescription': 'Siamo colmi siamo al culmine\nstiamo calmi.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2017, 8, 22, 8, 25, 14, tzinfo=datetime.timezone.utc), 'followersCount': 2723, 'friendsCount': 1740, 'statusesCount': 180754, 'favouritesCount': 186321, 'listedCount': 16, 'mediaCount': 17250, 'location': 'Barcelona, Catalunya', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1316369724327026688/oczC0SJE_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/899910320013152261/1602681974'}",ca
19,2021-05-06 17:19:59+00:00,@FernandoHValls ¿Es por la vacuna? Ay!,1390355675814010882,"{'username': 'InmaGR85', 'displayname': 'Inma Gómez', 'id': 235693899, 'description': 'Proyecto de Periodista Frustrada.', 'rawDescription': 'Proyecto de Periodista Frustrada.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 1, 8, 21, 30, 41, tzinfo=datetime.timezone.utc), 'followersCount': 1090, 'friendsCount': 4998, 'statusesCount': 165524, 'favouritesCount': 54880, 'listedCount': 48, 'mediaCount': 851, 'location': 'Barcelona, España.', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000067903934/7e980ae747ebe7b2b87b41ca88cecc01_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/235693899/1418329625'}",es
20,2021-05-06 17:19:53+00:00,"@IsmaelGB18 ¿Será la vacuna de Schrödinger?

Puede inmunizar o no, a la vez😆 https://t.co/QpCQM3t7Gl",1390355649851240453,"{'username': 'Kanetenka', 'displayname': 'Lucie', 'id': 395226391, 'description': 'Desde el bosque hacia el mar.', 'rawDescription': 'Desde el bosque hacia el mar.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 10, 21, 10, 22, 24, tzinfo=datetime.timezone.utc), 'followersCount': 565, 'friendsCount': 1153, 'statusesCount': 17548, 'favouritesCount': 30956, 'listedCount': 13, 'mediaCount': 919, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'https://gabrielleverdeazul.wordpress.com', 'linkTcourl': 'https://t.co/crarHNDzYj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/807036380987604992/CqrIpsLE_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/395226391/1615728747'}",ro
21,2021-05-06 17:18:24+00:00,"He ido a ponerme la segunda dosis de vacuna hoy al Hospital de Bellvitge en Barcelona.
Una vez ya habían tomado nota ( nombre,si habíamos pasado el covid...) nos han dicho que podíamos pasar a la sala de vacunación, pero antes de entrar yo le he preguntado que si era Astrazeneca",1390355277166399489,"{'username': 'llunaskiwi', 'displayname': 'lluna🍑', 'id': 1570743228, 'description': 'pim to freskito', 'rawDescription': 'pim to freskito', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 7, 5, 15, 37, 24, tzinfo=datetime.timezone.utc), 'followersCount': 618, 'friendsCount': 1899, 'statusesCount': 12245, 'favouritesCount': 33497, 'listedCount': 1, 'mediaCount': 530, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'http://www.instagram.com/llunaskiwi', 'linkTcourl': 'https://t.co/FuSGp57Ja4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1388582667432640514/We0PLksr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1570743228/1603730294'}",es
22,2021-05-06 17:13:13+00:00,"@bigalbrrt133 @paulamart12 es que esa es precisamente la función de un gestor con el añadido que está apoyado por la ciudadanía. Ayuso ya externalizó los servicios de comedor escolar, el rastreo de contactos del virus, los test a los profesores, el almacenamiento y la distribución de la vacuna...",1390353971907375105,"{'username': 'victormar11', 'displayname': 'Víctor Martínez', 'id': 2483726471, 'description': ""perico, d'esquerres i estudiant de dret... si es que visc en una depressió contínua. \nIntent d'artista amb Sofa Club"", 'rawDescription': ""perico, d'esquerres i estudiant de dret... si es que visc en una depressió contínua. \nIntent d'artista amb Sofa Club"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 4, 14, 9, 8, 32, tzinfo=datetime.timezone.utc), 'followersCount': 626, 'friendsCount': 907, 'statusesCount': 27402, 'favouritesCount': 22571, 'listedCount': 11, 'mediaCount': 380, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'https://open.spotify.com/track/65SSQmIE22hMwuVh0eZIIe?si=ApglFAtESyGDeeuNRNLFMg', 'linkTcourl': 'https://t.co/yDsfiIIeiZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1315767808291110918/4KVZcid5_normal.jpg', 'profileBannerUrl': None}",es
23,2021-05-06 17:11:19+00:00,💉 ¡Nuevo récord de dosis de vacuna administradas en un día! 573.014 📈 https://t.co/OH39hAv4Cy,1390353497091190785,"{'username': 'uspablo86', 'displayname': 'uspablo', 'id': 384179048, 'description': '🎢🏰✈️ Amante de los parques temáticos, los viajes, el cine, las series de TV, y friki así en general 🏳️\u200d🌈', 'rawDescription': '🎢🏰✈️ Amante de los parques temáticos, los viajes, el cine, las series de TV, y friki así en general 🏳️\u200d🌈', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 10, 3, 6, 39, 11, tzinfo=datetime.timezone.utc), 'followersCount': 285, 'friendsCount': 247, 'statusesCount': 6768, 'favouritesCount': 17527, 'listedCount': 10, 'mediaCount': 567, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'https://www.parquetematico.net', 'linkTcourl': 'https://t.co/Mqmo0jvcoZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1169589279535878144/qYsis26y_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/384179048/1567686790'}",es
24,2021-05-06 17:07:45+00:00,"Santiago Vilanova abogó por la desfosilización progresiva de la economía porqué, dijo: “No hay vacuna contra el cambio climático” https://t.co/J8qcKX697T",1390352598243454983,"{'username': 'ORU_esp', 'displayname': 'ORU perfil español', 'id': 3329706867, 'description': 'Cuenta oficial en español de la Organización de Regiones Unidas, representa y defiende los intereses de #regionalgov en el mundo / ENG @ORUFOGAR / FR @ORU_fr', 'rawDescription': 'Cuenta oficial en español de la Organización de Regiones Unidas, representa y defiende los intereses de #regionalgov en el mundo / ENG @ORUFOGAR / FR @ORU_fr', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2015, 6, 16, 16, 20, 46, tzinfo=datetime.timezone.utc), 'followersCount': 687, 'friendsCount': 244, 'statusesCount': 4478, 'favouritesCount': 1091, 'listedCount': 49, 'mediaCount': 1646, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'http://www.regionsunies-fogar.org', 'linkTcourl': 'https://t.co/xuTJvfyI63', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/667267528465506304/4A5BYHTK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3329706867/1527005332'}",es
25,2021-05-06 17:07:01+00:00,Gabilondo acude al Hospital Ramón y Cajal al encontrarse mal tras haber recibido la vacuna esta mañana https://t.co/BgWErFHXIf,1390352414549725193,"{'username': 'Catalunya_Press', 'displayname': 'Catalunyapress', 'id': 165691080, 'description': 'Diario digital en castellano y catalán. Mantente al día, infórmate y participa. Síguenos también en Facebook facebook.com/catalunyapress', 'rawDescription': 'Diario digital en castellano y catalán. Mantente al día, infórmate y participa. Síguenos también en Facebook https://t.co/uom2zjxyEB', 'descriptionUrls': [{'text': 'facebook.com/catalunyapress', 'url': 'https://www.facebook.com/catalunyapress', 'tcourl': 'https://t.co/uom2zjxyEB', 'indices': (109, 132)}], 'verified': False, 'created': datetime.datetime(2010, 7, 12, 8, 16, 39, tzinfo=datetime.timezone.utc), 'followersCount': 10459, 'friendsCount': 2191, 'statusesCount': 246027, 'favouritesCount': 1347, 'listedCount': 539, 'mediaCount': 11154, 'location': 'Barcelona', 'protected': False, 'linkUrl': 'http://www.catalunyapress.es', 'linkTcourl': 'https://t.co/RCZLpDuPAJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/826742105355739139/HPke7MSM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/165691080/1485945667'}",es
